"Street Name","Locality","Street Adoption Status","Property Notice Description"
"Hill Street South Lane","New Town","Adopted","HILL STREET SOUTH LANE From HILL STREET south-eastwards, south-westwards and north-westwards returning to HILL STREET.Carriageways and adjacent footways adopted for maintenance. Recessed area to between southside of No.s 14-20 Hill Street & the carriageway is private."
"Hillcoat Loan","Portobello West","Adopted","HILLCOAT LOANFrom ELECTRA PLACE extending eastwards to HILLCOAT PLACE. Carriageways and adjacent footways adopted for maintenance. Including link footpaths to WESTBANK LOAN and through a pend to KING'S ROAD . Excluding landscaped and parking at rear of No 8 and outside No 51 Kings Road."
"Hillcoat Place","Portobello West","Adopted","HILLCOAT PLACEFrom WESTBANK STREET extending northwest and northwards to HILLCOAT LOAN. Carriageways and adjacent footways adopted for maintenance. Including the footpath links to the PROMENADE and KING'S ROAD. Excluding landscaped areas."
"Hillend Place","Willowbrae","Adopted","HILLEND PLACEOn the south side of LONDON  ROAD between PARSONS GREEN TERRACE and WOLSELEY PLACE. Carriageways and adjacent footways adopted for maintenance."
"Hillhouse Road","Corbiehill","Adopted","HILLHOUSE ROADPart of QUEENSFERRY ROAD. From the east side of CRAIGCROOK ROAD south-eastwards to the west side of COLUMBA ROAD.Carriageways and adjacent footways adopted for maintenance."
"Hillpark Avenue","Blackhall","Adopted","HILLPARK AVENUEFrom HILLPARK ROAD,  north -westwards, westwards and south-eastwards  returning to HILLEND ROAD.Including footpath to QUEENSFERRY ROAD.Carriageways and adjacent footways adopted for maintenance."
"Hillpark Brae","Blackhall","Adopted","HILLPARK BRAEFrom Craigcrook Road south-west, north-west & south-west  & north-west  - a cul-de-sac endiing in a turning headwith a short cul-de-sac south  and a loop branch on south side.  Including footway to Hill Park Green but excluding landscaped central area of loop.  Carriageways and adjacent footways adopted for maintenance. Not including parking which is private."
"Hillpark Court","Blackhall","Adopted","HILLPARK COURTFrom junction with HILLPARK CRESCENT northwards to CRAIGCROOK ROAD service road.Carriageways and adjacent footways adopted for maintenance. Public including: footway links from opposite Nos.6 Hillpark Court to No.s 210 & 220, and opposite No.13 Hillpark Court to No.s 226 & 232 Craigcrook Service Road. Excluding all garage forecourts, parking and landscaped areas."
"Hillpark Crescent","Blackhall","Adopted","HILLPARK CRESCENTFrom CRAIGCROOK ROAD  westwards and southwards  -  a cul-de-sac.Carriageways and adjacent footways adopted for maintenance."
"Hillpark Drive","Blackhall","Adopted","HILLPARK DRIVEFrom CRAIGCROOK ROAD south-westwards  to HILLPARK AVENUE. Carriageways and adjacent footways adopted for maintenance."
"Hillpark Gardens","Blackhall","Adopted","HILLPARK GARDENSFrom HILLPARK AVENUE north-eastwards and around an ornamental plot  -  a cul-de-sac. Carriageways and adjacent footways adopted for maintenance. Public except for ornamental plot."
"Hillpark Green","Blackhall","Adopted","HILLPARK GREENFrom CRAIGCROOK ROAD extending westwards around a circular central island. Including the footway fronting the development on CRAIGCROOK ROAD.Carriageways and adjacent footways adopted for maintenance. Excluding central island landscaped area."
"Hillpark Grove","Blackhall","Partially Adopted","HILLPARK GROVEFrom Hillpark Road south-east - a cul-de-sac with 1 branch north-west & 1 south-east with branch north-east.Street split between PUBLIC and PROSPECTIVELY ADOPTABLE sections.PUBLIC SECTION: From HILLPARK ROAD  south-east to southern boundary line of No.s1-2.Carriageways and adjacent footways adopted for maintenance. PROSPECTIVELY ADOPTABLE SECTION:  From southern boundary line of No.s1-2 south for 94m or thereby - a cul-de-sac with a branch west ending in a turning head and a branch east with turning head and a spur north.Including parking and remote footway south to Hillpark Brae.Carriageways and adjacent footways have not as yet been added to the List of Public Roads."
"Hillpark Loan","Blackhall","Adopted","HILLPARK LOANFrom HILLPARK WAY southwards and westwards   -  a cul-de-sac.  Including separate public footpaths - (i)   On eastern and southern sides of carriageway.  (ii)   Two parallel paths from turning circle at west end of HILLPARK WAY   southwards to HILLPARK LOAN with connecting path near south end.Carriageways and adjacent footways adopted for maintenance. Public excep tparking and grassed area between footway and carriageway."
"Hillpark Rise","Blackhall","Prospectively Adopted","HILLPARK RISEPROSPECTIVELY ADOPTABLE:From Hillpark Grove south-eastwards - a cul-de-sac with turning head.Not as yet included for maintenance under the List of Public Roads."
"Hillpark Road","Blackhall","Adopted","HILLPARK ROADFrom CRAIGCROOK ROAD south-westwards   -  a cul-de-sac. Carriageways and adjacent footways adopted for maintenance. Public except verges."
"Hillpark Steps","Blackhall","Adopted","HILLPARK STEPSFrom Hillpark Avenue at No.s40-42 northwards to Queensferry Road at No.s 339-401Carriageways and adjacent footways adopted for maintenance."
"Hillpark Terrace","Blackhall","Adopted","HILLPARK TERRACEA cul-de-sac from CRAIGCROOK ROAD extending south-westwards then branching south-eastwards and north-westwards.Carriageways and adjacent footways adopted for maintenance."
"Hillpark Way","Blackhall","Adopted","HILLPARK WAYFrom MARCH ROAD northwards to 'T' junction east and west -  a cul-de-sac.Carriageways and footways adopted for maintenance.  Public including; turning circle at west end and turning head on east end; footways - from No.6 north to HILLHOUSE ROAD; west from end of carriageway to HILLPARK CRESCENT; south and south-west from above footway to west boundary of No. 37 HILLPARK CRESCENT."
"Hillpark Wood","Blackhall","Adopted","HILLPARK WOOD2 cul-de-sacs extending northwards from HILLPARK WAY. Carriageways and adjacent footways adopted for maintenance. Including footways on north side of HILLPARK WAY and round parking areas. Including footpath between Nos.20/21 and footway opposite No.1 HILLPARK WAY which runs northwards to HILLHOUSE ROAD.Excluding parking areas"
"Hillside Crescent","Broughton","Adopted","HILLSIDE CRESCENTFrom LONDON ROAD (at LEOPOLD PLACE) curving north-eastwards and eastwards returning to LONDON ROAD.Carriageways and adjacent footways adopted for maintenance."
"Hillside Road","Craigiehall","Private","HILLSIDE ROADPRIVATE STREET:  From the C157 Kirkliston to Burnshot road southwards with short spur east towards grassedarea in front of Hillside Terrace and branch west to Riverside RoadNot included for maintenance under the List of Public Roads."
"Hillside Street","Broughton","Adopted","HILLSIDE STREETFrom HILLSIDE CRESCENT northwards to  MONTGOMERY STREET.Carriageways and adjacent footways adopted for maintenance."
"Hillside Terrace","Craigiehall","Private","HILLSIDE TERRACEPRIVATE STREET: From the C157 Kirkliston to Burnshot road southwards - a cul-de-sac with turning head.Not included for maintenance under the List of Public Roads."
"Hillview","Craigleith","Adopted","HILLVIEWPart of the north side of QUEENSFERRY ROAD.  From HOUSE O' HILL TERRACE north-westwards to FORTHVIEW TERRACE and from FORTHVIEW TERRACEnorth-westwards to the south-east boundary of No. 2 HILLHOUSE ROAD."
"Hillview Cottages","Ratho/newbridge","Adopted","HILLVIEW COTTAGESFrom DALMAHOY ROAD (C15) westwards to MAIN STREET. Carriageways and adjacent footways adopted for maintenance."
"Hillview Crescent","Corstorphine","Adopted","HILLVIEW CRESCENTCarriageways and adjacent footways adopted for maintenance."
"Hillview Drive","Corstorphine","Adopted","HILLVIEW DRIVEFrom TEMPLELAND ROAD northwards to  CAROLINE TERRACE. Carriageways and adjacent footways adopted for maintenance."
"Hillview Road","Corstorphine","Adopted","HILLVIEW ROADFrom HILLVIEW DRIVE eastwards and southwards to HILLVIEW TERRACE intersected by HILLVIEW DRIVE.  Carriageways and adjacent footways adopted for maintenance."
"Hillview Terrace","Corstorphine","Adopted","HILLVIEW TERRACEFrom HILLPARK DRIVE south-east wards to CLERMISTON ROAD intersected by CORSTORPHINE BANK DRIVE.  Carriageways and adjacent footways adopted for maintenance."
"Hillwood Avenue","Ratho Station","Adopted","HILLWOOD AVENUEFrom HILLWOOD TERRACE southwards - a cul-de-sac.Carriageways and adjacent footways adopted for maintenance."
"Hillwood Crescent","Ratho Station","Adopted","HILLWOOD CRESCENTFrom HILLWOOD ROAD south-eastwards  to HILLWOOD RISE.Carriageways and adjacent footways adopted for maintenance."
"Hillwood Gardens","Ratho Station","Adopted","HILLWOOD GARDENSFrom HILLWOOD ROAD northwards  with two branches,  eastwards and westwards  -  a cul-de-sac. Carriageways and adjacent footways adopted for maintenance."
"Hillwood Place","South Queensferry","Partially Adopted","HILLWOOD PLACEStreet split between PUBLIC and PRIVATE sections.PUBLIC: From High Street between No.s7-8 northward to north gable of No.10 Hillwood Place. Carriageways and adjacent footways adopted for maintenance. PRIVATE SECTION: From north gable of No.10  north then west.Not included for maintenance under the List of Public Roads."
"Hillwood Rise","Ratho Station","Adopted","HILLWOOD RISECarriageways and adjacent footways adopted for maintenance."
"Hillwood Road","Ratho Station","Adopted","HILLWOOD ROADSTATION ROAD eastwards to HILLWOOD RISECarriageways and adjacent footways adopted for maintenance."
"Hillwood Terrace","Ratho Station","Adopted","HILLWOOD TERRACEFrom HILLWOOD RISE eastwards and southwards returning to HILLWOOD RISE.  Carriageways and adjacent footways adopted for maintenance. Includes 2 accesses to lockups at No.s8-12 & 39-43."
"Hollybank Terrace","Polwarth","Adopted","HOLLYBANK TERRACETwo cul-de-sacs extending north-westwards and south-east wards from SHAFTESBURY PARK. Carriageways and adjacent footways adopted for maintenance."
"Holyrood Court","","Adopted","HOLYROOD COURTCarriageways and adjacent footways adopted for maintenance. Carriageways and adjacent footways adopted for maintenance."
"Holyrood Gait","Old Town","Adopted","HOLYROOD GAITFrom the main thoroughfare running south-eastwards to the junction of QUEENS DRIVE.Carriageways and adjacent footways adopted for maintenance. Public except for the roundabout at junction with Queens Drive and approx 47m of the carriageway from the roundabout, north-west."
"Holyrood Park Road","Newington","Adopted","HOLYROOD PARK ROADFrom DALKEITH ROAD north-eastwards to the gate at the boundary of the QUEEN'S PARK. Carriageways and adjacent footways adopted for maintenance."
"Holyrood Road","Old Town","Adopted","HOLYROOD ROADFrom the centre-line of ST. MARY'S STREET north-eastwards to the east aide of HORSE WYND.  Carriageways and adjacent footways adopted for maintenance."
"Home Street","Newington","Adopted","HOME STREETFrom the centre-line of GILMORE PLACE and the south line of TARVIT STREET northwards to EARL GREY STREET, LAURISTON PLACE and BROUGHAM STREET."
"Hope Lane","Portobello East","Adopted","HOPE LANEFrom PORTOBELLO HIGH STREET south-westwards, south-eastwards and eastwards to ST. MA RKS PLACE(218 yards) and from MILTON ROAD at DUDDINGSTON MAINS COTTAGES northwards to a point about 115 feet north of the centre-line of CHRISTIAN GROVE (220 yards).   Part formerly known as ARGYLE PLACE before1st February 1968 (name changed 6th July 1967). Carriageways and adjacent footways adopted for maintenance."
"Hope Lane North","Portobello East","Adopted","HOPE LANE NORTHFrom Portobello High Street south-westwards, south-eastwards and eastwards to St Marks PlaceCarriageways and adjacent footways are adopted for maintenance."
"Hope Park Crescent","Newington","Adopted","HOPE PARK CRESCENTFrom the centre-line of BUCCLEUCH TERRACE south-eastwards to the centre-line of MELVILLE DRIVE and HOPE PARK TERRACE. Carriageways and adjacent footways adopted for maintenance."
"Hope Park Square","Newington","Private","HOPE PARK SQUAREPRIVATE STREET: From MEADOW LANE southwards through a pend  and round a central reservation with access to the NORTH MEADOW WALK through a gate.Not included for maintenance under the List of Public Roads."
"Hope Park Terrace","Newington","Adopted","HOPE PARK TERRACEFrom SOUTH CLERK STREET south-westwards to the corner of HOPE PARK CRESCENT and SUMMERHALL.Carriageways and adjacent footways adopted for maintenance."
"Hope Street","New Town","Adopted","HOPE STREETFrom the south side of CHARLOTTE SQUARE south-eastwards to PRINCES STREET and the east side of QUEENSFERRY STREET. Carriageways and adjacent footways adopted for maintenance."
"Hope Street","South Queensferry","Adopted","HOPE STREETFrom VIEWFORTH ROAD  westwards and eastwards  -  a cul-de-sac. Carriageways and adjacent footways adopted for maintenance."
"Hope Street Lane","New Town","Adopted","HOPE STREET LANEFrom HOPE STREET eastwards to SOUTH CHARLOTTE STREET.Carriageways and adjacent footways adopted for maintenance."
"Hope Terrace","Newbattle","Adopted","HOPE TERRACECarriageways and adjacent footways adopted for maintenance. Public except access areas surrounding No's 2 & 10."
"Hopefield Terrace","Newhaven","Adopted","HOPEFIELD TERRACEFrom NORTH JUNCTION STREET south-westwards to the end of the  cul-de-sac.  Carriageways and adjacent footways adopted for maintenance."
"Hopetoun Crescent","Broughton","Adopted","HOPETOUN CRESCENTFrom ANNANDALE STREET  curving north-eastwards to McDONALD ROAD. Carriageways and adjacent footways adopted for maintenance. Not as yet including prospectively adoptable branch north-west ending in a hammerhead."
"Hopetoun Crescent Lane","Broughton","Private","HOPETOUN CRESCENT LANEReconstructed along a different line and its name changed. See Huntingdon Place."
